,session,participant,time,frame_time,frame_num,frame_dtime
12155,1,4,1914.301577488714,1602266743.303,12930.0,0.03333333134651184
12156,1,4,1914.3349111977311,1602266743.336,12931.0,0.03333333134651184
12157,1,4,1914.3682449067483,1602266743.37,12932.0,0.03333333134651184
12158,1,4,1914.4015786157654,1602266743.403,12933.0,0.03333333134651184
12159,1,4,1914.4349123247825,1602266743.436,12934.0,0.03333333134651184
12160,1,4,1914.4682460337997,1602266743.47,12935.0,0.03333333134651184
12161,1,4,1914.5015797428168,1602266743.503,12936.0,0.03333333134651184
12162,1,4,1914.534913451834,1602266743.536,12937.0,0.03333333134651184
12163,1,4,1914.5682471608511,1602266743.57,12938.0,0.03333333134651184
12164,1,4,1914.6015808698683,1602266743.603,12939.0,0.03333333134651184
12165,1,4,1914.6349145788854,1602266743.636,12940.0,0.03333333134651184
12166,1,4,1914.6682482879023,1602266743.67,12941.0,0.03333333134651184
12167,1,4,1914.7015819969197,1602266743.703,12942.0,0.03333333134651184
